Año,Ranking,País,Valor FOB (USD),Valor Neto
2012,133,GABON,52.54,36.56
2012,134,ESTONIA,50.83,0.44
2012,135,MARRUECOS,48.07,21.24
2012,136,GIBRALTAR,45.98,0.35
2012,137,PERU,41.55,40.62
2012,138,BOSNIA-HERZEGOVINA,33.76,17.41
2012,139,YEMEN,33.16,18.02
2012,140,MAURICIO,32.77,19.95
2012,141,ALBANIA,32.25,19.92
2012,142,CURACAO,27.33,33.81
2012,143,"NORFOLK, ISLA",26.12,17.63
2012,144,GUAM,16.86,6.90
2012,145,TODOS LOS PAISES,10.71,3.23
2012,146,TUNICIA,9.33,0.10
2012,147,"IRAN, REPUBLICA ISLAMICA DEL",8.95,1.32
2012,148,AZERBAIJAN,3.53,0.06
2012,149,ZAMBIA,3.19,0.26
2012,150,REPUBLICA CENTROAFRICANA,3.11,1.10
2012,151,QATAR,1.49,0.07
2012,152,BELARUS,1.40,0.03
2012,153,LUXEMBURGO,0.39,0.03
2011,1,ESTADOS UNIDOS,"1,279,795.95","604,936.00"
2011,2,ALEMANIA,"538,665.77","108,842.35"
2011,3,HOLANDA,"402,636.11","265,732.69"
2011,4,ESPAÑA,"308,625.48","138,041.68"
2011,5,BELGICA,"308,538.94","66,617.28"
2011,6,COLOMBIA,"195,258.59","194,134.17"
2011,7,ECUADOR,"176,852.70","193,099.25"
2011,8,INGLATERRA,"145,782.44","68,539.51"
2011,9,FRANCIA,"106,445.22","31,629.97"
2011,10,CANADA,"102,125.25","41,238.95"
2011,11,CHILE,"88,190.28","99,244.94"
2011,12,MEXICO,"80,922.32","46,503.79"
2011,13,ITALIA,"77,434.50","20,622.09"
2011,14,JAPON,"66,145.72","22,953.50"
2011,15,HAITI,"59,368.50","48,680.94"
2011,16,"COREA (SUR), REPUBLICA DE","57,862.39","11,827.13"
2011,17,RUSIA,"55,437.08","21,305.41"
2011,18,SUECIA,"53,866.44","12,101.27"
2011,19,CHINA,"48,369.07","31,512.16"
2011,20,BRASIL,"48,186.69","18,047.84"
2011,21,BOLIVIA,"44,252.37","22,364.19"
2011,22,HONG KONG,"43,258.82","14,020.09"
2011,23,VENEZUELA,"41,688.23","17,542.21"
2011,24,SUIZA,"35,200.05","7,434.94"
2011,25,URUGUAY,"25,726.12","9,907.97"
2011,26,AUSTRALIA,"24,153.00","10,605.16"
2011,27,DINAMARCA,"20,406.07","6,544.43"
2011,28,PANAMA,"18,431.92","15,710.94"
2011,29,ARGENTINA,"15,844.84","5,802.79"
2011,30,COSTA RICA,"13,998.87","7,215.88"
2011,31,INDONESIA,"13,220.33","6,121.09"
2011,32,PUERTO RICO,"13,147.35","8,804.04"
2011,33,FINLANDIA,"12,623.41","2,810.62"
2011,34,GUATEMALA,"11,073.45","6,933.77"
2011,35,HONDURAS,"9,910.79","14,540.22"
2011,36,REPUBLICA DOMINICANA,"9,105.24","8,122.18"
2011,37,BULGARIA,"8,002.88","2,106.50"
2011,38,GAMBIA,"7,436.10","5,305.17"
2011,39,PORTUGAL,"7,007.00","4,640.24"
2011,40,TRINIDAD Y TOBAGO,"5,821.89","4,228.43"
2011,41,POLONIA,"5,808.21","1,736.77"
2011,42,ISRAEL,"5,790.86","1,833.18"
2011,43,TURQUIA,"5,739.84","1,635.76"
2011,44,TAILANDIA,"5,706.39","2,569.44"
2011,45,IRLANDA (EIRE),"5,018.02","3,841.68"
2011,46,BAHAMAS,"4,821.57","3,123.29"
2011,47,EL SALVADOR,"4,340.08",672.08
2011,48,NICARAGUA,"4,303.63","6,569.88"
2011,49,INDIA,"4,139.36","2,080.90"
2011,50,VIET NAM,"4,113.00","1,238.16"
2011,51,SINGAPUR,"3,992.50","1,011.83"
2011,52,NUEVA ZELANDA,"3,836.79","2,119.10"
2011,53,"SUDAFRICA, REPUBLICA DE","3,597.88","1,116.04"
2011,54,AUSTRIA,"3,500.38",574.23
2011,55,TAIWAN (FORMOSA),"3,220.70","1,417.31"
2011,56,NORUEGA,"3,148.35",963.84
2011,57,LIBANO,"2,986.79","1,495.23"
2011,58,EGIPTO,"2,909.02",340.50
2011,59,BENIN,"2,771.24","1,651.81"
2011,60,GRECIA,"2,559.29",835.55
2011,61,MALAYSIA,"2,205.07",559.28
2011,62,SANTA LUCIA,"2,139.92","1,393.41"
2011,63,ARABIA SAUDITA,"2,074.19","2,626.39"
2011,64,LIBERIA,"1,760.80","1,256.88"
2011,65,EMIRATOS ARABES UNIDOS,"1,731.98","1,275.86"
2011,66,NIGERIA,"1,601.31",868.24
2011,67,ANTILLAS HOLANDESAS,"1,596.49","1,492.18"
2011,68,GUYANA,"1,467.30",977.64
2011,69,RUMANIA,"1,463.29",179.29
2011,70,LIBIA,"1,397.62","1,031.09"
2011,71,MAURITANIA,"1,230.63",838.02
2011,72,MARRUECOS,"1,138.74",565.40
2011,73,ARUBA,"1,135.70","1,199.26"
2011,74,REPUBLICA CHECA,"1,110.06",127.97
2011,75,LITUANIA,"1,088.54",422.85
2011,76,ANGOLA,"1,081.00","1,155.35"
2011,77,AGUAS INTERNACIONALES,"1,024.80",475.66
2011,78,FILIPINAS,982.05,504.26
2011,79,CONGO,887.29,639.67
2011,80,GUADALUPE,880.87,826.26
2011,81,ZONAS FRANCAS DEL PERU,861.56,557.53
2011,82,GHANA,788.68,569.96
2011,83,BELICE,781.93,544.53
2011,84,KUWAIT,763.74,359.98
2011,85,SAN VICENTE Y LAS GRANADINAS,763.03,545.33
2011,86,ANTIGUA Y BARBUDA,745.60,531.93
2011,87,CABO VERDE,744.38,576.08
2011,88,BAHREIN,678.63,480.30
2011,89,JAMAICA,635.79,456.62
2011,90,GUINEA,626.42,464.79
2011,91,TUNICIA,573.05,359.27
2011,92,TOGO,557.11,397.47
2011,93,HUNGRIA,546.83,34.45
2011,94,SAN CRISTOBAL Y NIEVES,512.31,386.24
2011,95,SRI LANKA,499.75,22.03
2011,96,CROACIA,485.02,242.57
2011,97,JORDANIA,473.73,272.19
2011,98,DOMINICA,469.07,327.70
2011,99,MARTINICA,461.89,522.76
2011,100,CUBA,375.50,192.13
2011,101,SURINAM,347.61,217.71
2011,102,"SIRIA, REPUBLICA ARABE DE",321.25,58.99
2011,103,SENEGAL,295.60,220.86
2011,104,ISLANDIA,281.00,67.17
2011,105,GABON,271.11,58.78
2011,106,LETONIA,263.78,151.09
2011,107,BANGLADESH,250.53,169.67
2011,108,PAKISTAN,223.25,133.04
2011,109,"CAIMAN,ISLAS",207.82,137.82
2011,110,GUAYANA FRANCESA,193.01,135.32
2011,111,MAURICIO,186.95,156.83
2011,112,CHIPRE,182.55,112.30
2011,113,MALTA,180.34,88.71
2011,114,PARAGUAY,171.25,20.25
2011,115,"VIRGENES, ISLAS (BRITANICAS)",165.70,119.58
2011,116,UCRANIA,155.78,76.72
2011,117,CAMBOYA,153.56,56.09
2011,118,"TURCAS Y CAICOS, ISLAS",153.13,94.76
2011,119,ESTONIA,152.20,277.77
2011,120,GRANADA,150.40,118.44
2011,121,GIBRALTAR,120.39,0.63
2011,122,BARBADOS,118.07,92.20
2011,123,GEORGIA,116.00,90.53
2011,124,MONACO,111.88,72.00
2011,125,OMAN,109.62,78.10
2011,126,ESCOCIA,109.20,52.00
2011,127,ALBANIA,108.91,52.55
2011,128,PAPUASIA NUEVA GUINEA,108.14,40.46
2011,129,"IRAN, REPUBLICA ISLAMICA DEL",80.21,43.05
2011,130,NIGER,76.59,51.65
2011,131,"TANZANIA, REPUBLICA UNIDA DE",72.75,59.09
2011,132,ESLOVAQUIA,65.72,4.67
2011,133,REUNION,65.61,80.40
2011,134,MOZAMBIQUE,61.65,59.75
2011,135,ARGELIA,60.34,46.00
2011,136,ANGUILLA,59.46,38.01
2011,137,YUGOSLAVIA,59.05,16.09
2011,138,UNITED STATES MINOR OUTLYING ISLANDS,51.73,70.62
2011,139,SIERRA LEONA,48.21,34.44
2011,140,MALAWI,35.34,18.70
2011,141,ESLOVENIA,32.88,1.47
2011,142,TURKMENISTAN,32.61,24.00
2011,143,REPUBLICA CENTROAFRICANA,29.70,18.00
2011,144,YEMEN,29.31,18.81
2011,145,MADAGASCAR,28.27,19.38
2011,146,COSTA DE MARFIL,24.75,18.48
2011,147,GUINEA ECUATORIAL,21.52,17.22
2011,148,SERVIA,19.81,0.77
2011,149,"NORFOLK, ISLA",14.35,0.12
2011,150,SANTA SEDE,14.00,20.28
2011,151,KENIA,13.74,10.03
2011,152,TODOS LOS PAISES,11.87,6.08
2011,153,PERU,10.88,27.00
2011,154,"COREA (NORTE), REPUBLICA POPULAR DEMOCRATICA DE",9.60,0.03
2011,155,GROENLANDIA,8.67,3.00
2011,156,SAWSILANDIA,5.16,1.53
2011,157,ZAMBIA,4.12,0.25
2011,158,MACAO,3.58,0.01
2011,159,NEPAL,3.02,6.11
2011,160,UGANDA,2.64,1.20
2011,161,LUXEMBURGO,0.05,0.00
2014,1,ESTADOS UNIDOS,"1,497,585.11","765,536.73"
2014,2,HOLANDA,"621,013.69","363,583.15"
2014,3,ALEMANIA,"339,177.83","110,369.14"
2014,4,ESPAÑA,"269,806.41","133,181.86"
2014,5,ECUADOR,"233,386.27","215,760.84"
2014,6,INGLATERRA,"232,270.96","100,992.47"
2014,7,COLOMBIA,"169,605.96","221,476.22"
2014,8,CHINA,"138,119.16","73,621.02"
2014,9,CANADA,"138,105.47","55,409.97"
2014,10,BELGICA,"136,728.56","44,937.97"
2014,11,CHILE,"116,237.05","125,006.35"
2014,12,HONG KONG,"114,785.74","38,969.93"
2014,13,FRANCIA,"104,373.49","28,616.49"
2014,14,BRASIL,"94,379.25","60,575.45"
2014,15,ITALIA,"80,581.62","26,958.86"
2014,16,"COREA (SUR), REPUBLICA DE","74,608.02","23,994.08"
2014,17,MEXICO,"71,548.04","39,229.68"
2014,18,BOLIVIA,"63,931.26","40,291.12"
2014,19,HAITI,"62,581.85","46,930.29"
2014,20,JAPON,"57,760.83","18,678.35"
2014,21,RUSIA,"56,267.46","26,418.27"
2014,22,SUECIA,"45,418.36","12,352.15"
2014,23,AUSTRALIA,"39,918.79","9,944.19"
2014,24,PANAMA,"33,870.79","22,504.25"
2014,25,TAILANDIA,"31,947.24","15,087.44"
2014,26,VENEZUELA,"31,906.12","16,218.91"
2014,27,PUERTO RICO,"20,775.07","12,690.27"
2014,28,INDONESIA,"19,905.34","8,179.51"
2014,29,REPUBLICA DOMINICANA,"18,591.81","17,012.09"
2014,30,URUGUAY,"18,180.47","7,354.01"
2014,31,VIET NAM,"14,770.56","4,661.14"
2014,32,ARGENTINA,"13,251.78","6,791.13"
2014,33,HONDURAS,"12,133.93","14,250.82"
2014,34,DINAMARCA,"11,713.68","4,687.88"
2014,35,SUIZA,"10,933.71","3,129.01"
2014,36,COSTA RICA,"10,403.85","5,732.06"
2014,37,TAIWAN (FORMOSA),"9,950.76","4,187.55"
2014,38,NUEVA ZELANDA,"9,827.22","3,216.46"
2014,39,GUATEMALA,"9,595.30","4,793.32"
2014,40,NICARAGUA,"9,315.98","12,300.76"
2014,41,ISRAEL,"8,510.45","2,470.54"
2014,42,IRLANDA (EIRE),"7,983.60","4,887.13"
2014,43,TRINIDAD Y TOBAGO,"7,425.26","4,732.43"
2014,44,GAMBIA,"7,293.28","4,659.74"
2014,45,ESTONIA,"6,965.78","2,084.12"
2014,46,MALAYSIA,"6,938.95","2,194.54"
2014,47,GRECIA,"6,442.65","1,784.95"
2014,48,POLONIA,"6,201.83","1,839.70"
2014,49,TURQUIA,"5,691.20","2,575.66"
2014,50,PORTUGAL,"5,614.36","3,150.58"
2014,51,FINLANDIA,"5,225.77","4,991.66"
2014,52,SINGAPUR,"5,087.66","2,000.24"
2014,53,BAHAMAS,"5,050.46","3,341.02"
2014,54,MAURITANIA,"4,797.27","3,423.61"
2014,55,INDIA,"4,675.85","1,704.21"
2014,56,NORUEGA,"4,630.29","1,745.56"
2014,57,ARABIA SAUDITA,"4,407.27","3,106.02"
2014,58,NIGERIA,"3,556.53","1,862.68"
2014,59,EL SALVADOR,"3,494.45","2,211.85"
2014,60,ZONAS FRANCAS DEL PERU,"3,363.85","1,889.22"
2014,61,EMIRATOS ARABES UNIDOS,"3,079.36","1,748.85"
2014,62,EGIPTO,"2,962.54",632.05
2014,63,LIBANO,"2,894.03","1,186.75"
2014,64,JAMAICA,"2,868.82","3,542.72"
2014,65,"SUDAFRICA, REPUBLICA DE","2,559.47",604.84
2014,66,ANGOLA,"2,519.53","1,216.33"
2014,67,LIBIA,"2,476.85","1,396.75"
2014,68,SANTA LUCIA,"2,076.11","1,309.12"
2014,69,LITUANIA,"2,069.74",846.58
2014,70,BENIN,"1,930.78","1,153.58"
2014,71,LIBERIA,"1,740.33","1,170.80"
2014,72,RUMANIA,"1,670.92",488.10
2014,73,GUYANA,"1,644.02",917.77
2014,74,OMAN,"1,506.76","1,033.62"
2014,75,ARUBA,"1,186.90","1,457.76"
2014,76,BULGARIA,"1,154.03",358.38
2014,77,SRI LANKA,"1,138.85",46.08
2014,78,AGUAS INTERNACIONALES,"1,069.33",430.63
2014,79,KUWAIT,"1,052.54",467.72
2014,80,CUBA,988.62,667.89
2014,81,REPUBLICA CHECA,960.17,111.05
2014,82,FILIPINAS,866.69,390.22
2014,83,GUADALUPE,841.59,663.43
2014,84,PARAGUAY,821.96,713.20
2014,85,AUSTRIA,801.44,255.89
2014,86,JORDANIA,714.23,461.70
2014,87,CURACAO,710.36,635.42
2014,88,SAN VICENTE Y LAS GRANADINAS,690.01,446.81
2014,89,SIERRA LEONA,687.99,452.24
2014,90,ANTILLAS HOLANDESAS,668.99,722.27
2014,91,SENEGAL,597.52,370.90
2014,92,ANTIGUA Y BARBUDA,582.52,473.75
2014,93,GUINEA ECUATORIAL,533.20,256.81
2014,94,CABO VERDE,525.46,508.98
2014,95,CONGO,518.97,339.52
2014,96,BELICE,509.73,369.63
2014,97,MALTA,486.39,160.47
2014,98,"CAMERUN,REPUBLICA UNIDA DEL",452.17,241.24
2014,99,CROACIA,425.79,256.28
2014,100,KENIA,419.24,42.78
2014,101,LETONIA,408.12,195.50
2014,102,UCRANIA,405.59,116.70
2014,103,CHIPRE,372.52,270.75
2014,104,BANGLADESH,357.41,168.22
2014,105,MARTINICA,352.73,382.53
2014,106,BAHREIN,324.71,212.89
2014,107,GABON,257.84,161.96
2014,108,MARRUECOS,254.42,72.45
2014,109,SURINAM,252.51,216.14
2014,110,MONTENEGRO,244.00,165.88
2014,111,HUNGRIA,215.81,21.10
2014,112,TOGO,184.44,121.85
2014,113,ISLANDIA,183.58,138.15
2014,114,PAKISTAN,180.74,110.02
2014,115,ESLOVENIA,179.36,29.65
2014,116,"COREA (NORTE), REPUBLICA POPULAR DEMOCRATICA DE",167.64,38.49
2014,117,LUXEMBURGO,164.70,52.79
2014,118,YEMEN,163.82,94.17
2014,119,REUNION,149.02,75.00
2014,120,QATAR,148.70,74.82
2014,121,GRANADA,143.79,98.87
2014,122,DOMINICA,132.84,97.91
2014,123,SAN CRISTOBAL Y NIEVES,117.10,105.83
2014,124,"VIRGENES, ISLAS (BRITANICAS)",107.33,130.52
2014,125,BERMUDAS,102.63,22.00
2014,126,MAURICIO,99.17,59.81
2014,127,"TURCAS Y CAICOS, ISLAS",98.47,55.99
2014,128,ERITREA,81.34,51.65
2014,129,UNITED STATES MINOR OUTLYING ISLANDS,76.39,39.86
2014,130,GUAM,71.03,10.30
2014,131,GEORGIA,65.86,37.39
2014,132,PHILIPSBURG,63.49,39.83
2014,133,MADAGASCAR,59.89,38.77
2014,134,SERVIA,59.79,1.12
2014,135,ARGELIA,59.28,37.39
2014,136,ESLOVAQUIA,52.47,8.89
2014,137,GUINEA,52.33,34.44
2014,138,"CAIMAN,ISLAS",46.19,27.75
